batch_id,step_hour,temperature,ph,dissolved_oxygen,turbidity,co2_concentration,light_intensity,water_level,previous_biomass,target_biomass
ZENODO-BATCH-11,87,28.33,8.18,6.68,76.29,497.0,283.3,0.342,3.068,3.059
ZENODO-BATCH-11,88,32.18,8.61,5.81,80.56,450.3,866.2,0.392,3.059,3.071
ZENODO-BATCH-11,89,27.6,7.33,7.64,80.56,412.4,925.5,0.365,3.071,3.084
ZENODO-BATCH-11,90,31.87,7.89,5.73,83.6,449.9,749.6,0.356,3.084,3.115
ZENODO-BATCH-11,91,33.14,7.45,8.48,78.94,468.3,1013.2,0.342,3.115,3.099
ZENODO-BATCH-11,92,30.44,8.48,7.53,77.22,362.6,518.9,0.361,3.099,3.092
ZENODO-BATCH-11,93,30.14,9.09,7.44,78.93,420.4,630.9,0.363,3.092,3.127
ZENODO-BATCH-11,94,30.75,8.08,8.15,81.85,519.4,433.4,0.344,3.127,3.133
ZENODO-BATCH-11,95,29.8,7.79,7.95,78.68,496.5,509.8,0.34,3.133,3.157
ZENODO-BATCH-11,96,26.71,8.27,7.35,82.53,394.0,707.1,0.352,3.157,3.164
ZENODO-BATCH-11,97,33.84,8.77,8.61,77.92,465.9,727.0,0.367,3.164,2.699
ZENODO-BATCH-11,98,31.61,8.98,6.45,73.58,438.6,647.7,0.356,2.699,2.709
ZENODO-BATCH-11,99,28.15,7.33,7.5,71.74,389.6,991.7,0.355,2.709,2.73
ZENODO-BATCH-12,0,28.32,8.12,6.92,19.46,426.6,798.3,0.352,0.407,0.471
ZENODO-BATCH-12,1,33.17,7.91,7.08,22.99,369.9,420.3,0.337,0.471,0.492
ZENODO-BATCH-12,2,24.49,7.43,6.86,24.24,466.1,773.3,0.317,0.492,0.521
ZENODO-BATCH-12,3,29.19,7.87,8.05,18.16,398.5,728.0,0.352,0.521,0.572
ZENODO-BATCH-12,4,29.66,8.1,7.65,18.11,404.9,670.3,0.337,0.572,0.634
ZENODO-BATCH-12,5,30.95,8.08,7.47,25.74,479.3,1032.8,0.347,0.634,0.701
ZENODO-BATCH-12,6,27.74,8.49,6.3,29.01,411.6,551.6,0.391,0.701,0.768
ZENODO-BATCH-12,7,25.86,8.53,6.42,27.62,469.6,699.0,0.353,0.768,0.804
ZENODO-BATCH-12,8,30.34,7.56,6.5,29.02,490.8,821.7,0.334,0.804,0.856
ZENODO-BATCH-12,9,28.12,8.45,5.83,35.88,437.2,1037.3,0.367,0.856,0.954
ZENODO-BATCH-12,10,25.78,8.19,6.12,29.97,488.9,518.7,0.344,0.954,1.014
ZENODO-BATCH-12,11,27.58,8.33,7.7,31.34,415.6,724.0,0.349,1.014,1.141
ZENODO-BATCH-12,12,29.69,8.18,7.08,34.14,542.9,974.7,0.357,1.141,1.264
ZENODO-BATCH-12,13,28.0,8.33,7.39,36.99,485.2,779.9,0.326,1.264,1.37
ZENODO-BATCH-12,14,27.79,8.72,7.96,43.52,443.9,510.7,0.344,1.37,1.435
ZENODO-BATCH-12,15,29.14,8.15,6.91,45.17,390.5,840.1,0.356,1.435,1.58
ZENODO-BATCH-12,16,27.52,8.92,7.85,47.68,519.8,601.4,0.332,1.58,1.629
ZENODO-BATCH-12,17,30.06,8.15,7.12,47.16,521.6,664.7,0.367,1.629,1.773
ZENODO-BATCH-12,18,26.8,7.97,8.48,50.54,440.0,994.4,0.368,1.773,1.842
ZENODO-BATCH-12,19,28.45,8.3,6.65,54.82,531.5,930.1,0.366,1.842,1.989
ZENODO-BATCH-12,20,29.75,7.38,7.04,56.67,408.0,692.0,0.37,1.989,2.044
ZENODO-BATCH-12,21,29.35,7.67,7.03,51.87,466.7,266.2,0.33,2.044,2.084
ZENODO-BATCH-12,22,28.01,8.55,6.37,57.99,532.4,754.0,0.368,2.084,2.188
ZENODO-BATCH-12,23,27.41,8.73,7.19,61.6,429.4,773.1,0.345,2.188,2.232
ZENODO-BATCH-12,24,28.43,8.43,7.82,61.75,520.6,725.9,0.35,2.232,2.335
ZENODO-BATCH-12,25,29.51,7.43,8.22,62.79,393.2,665.7,0.349,2.335,2.385
ZENODO-BATCH-12,26,29.56,7.74,5.8,63.92,444.9,707.2,0.336,2.385,2.45
ZENODO-BATCH-12,27,24.79,8.77,7.52,67.27,461.7,701.6,0.334,2.45,2.467
ZENODO-BATCH-12,28,26.26,8.51,7.94,61.48,492.6,988.5,0.34,2.467,2.547
ZENODO-BATCH-12,29,33.64,8.94,6.35,67.71,408.0,659.6,0.316,2.547,2.181
ZENODO-BATCH-12,30,28.15,8.39,8.83,59.59,441.8,967.6,0.39,2.181,2.278
ZENODO-BATCH-12,31,30.24,8.09,8.17,58.33,517.7,511.8,0.353,2.278,2.347
ZENODO-BATCH-12,32,28.77,8.03,7.79,60.66,506.0,658.6,0.378,2.347,2.435
ZENODO-BATCH-12,33,30.4,8.45,8.68,68.76,478.9,995.8,0.361,2.435,2.512
ZENODO-BATCH-12,34,28.54,8.66,7.13,60.69,492.8,1010.3,0.378,2.512,2.557
ZENODO-BATCH-12,35,30.2,8.26,7.66,69.97,462.9,829.0,0.334,2.557,2.649
ZENODO-BATCH-12,36,31.55,9.16,5.98,69.7,472.3,763.9,0.339,2.649,2.677
ZENODO-BATCH-12,37,26.97,8.61,7.4,69.61,452.0,719.7,0.342,2.677,2.694
ZENODO-BATCH-12,38,27.88,8.03,7.73,74.25,478.8,627.1,0.355,2.694,2.761
ZENODO-BATCH-12,39,27.76,8.04,8.32,71.12,485.8,776.3,0.374,2.761,2.814
ZENODO-BATCH-12,40,30.18,8.73,6.2,74.73,457.1,889.0,0.33,2.814,2.853
ZENODO-BATCH-12,41,25.75,8.27,8.08,78.54,408.2,833.6,0.342,2.853,2.874
ZENODO-BATCH-12,42,25.93,8.04,7.03,74.71,442.5,702.9,0.357,2.874,2.9
ZENODO-BATCH-12,43,24.23,8.43,6.45,77.65,532.5,703.9,0.314,2.9,2.918
ZENODO-BATCH-12,44,25.98,7.56,5.21,81.19,523.6,996.7,0.341,2.918,2.926
ZENODO-BATCH-12,45,27.27,8.12,8.04,77.11,383.3,518.2,0.313,2.926,2.968
ZENODO-BATCH-12,46,24.87,7.83,6.71,80.92,484.0,938.4,0.374,2.968,2.985
ZENODO-BATCH-12,47,26.25,8.06,7.95,73.19,451.5,771.5,0.319,2.985,3.009
ZENODO-BATCH-12,48,27.27,7.97,7.16,78.4,460.9,401.7,0.363,3.009,3.026
ZENODO-BATCH-12,49,31.44,7.66,6.53,80.92,384.8,816.6,0.326,3.026,3.037
ZENODO-BATCH-12,50,28.47,7.75,7.51,82.8,425.6,666.1,0.33,3.037,3.029
ZENODO-BATCH-12,51,26.48,9.0,7.38,76.13,400.8,641.7,0.34,3.029,3.019
ZENODO-BATCH-12,52,35.42,8.14,7.69,75.62,527.2,373.4,0.335,3.019,2.573
ZENODO-BATCH-12,53,27.88,7.38,8.4,65.6,440.5,1041.7,0.376,2.573,2.617
ZENODO-BATCH-12,54,26.87,7.41,6.83,73.0,477.9,643.6,0.344,2.617,2.641
ZENODO-BATCH-12,55,26.39,8.57,7.54,70.16,346.5,755.6,0.358,2.641,2.694
ZENODO-BATCH-12,56,26.82,8.4,8.76,68.99,478.3,437.9,0.33,2.694,2.726
ZENODO-BATCH-12,57,28.82,7.77,7.63,74.96,498.1,795.8,0.315,2.726,2.79
ZENODO-BATCH-12,58,30.58,8.42,8.74,76.61,506.5,759.6,0.331,2.79,2.836
ZENODO-BATCH-12,59,28.18,7.56,6.83,73.05,415.1,668.7,0.328,2.836,2.854
ZENODO-BATCH-12,60,28.74,7.52,6.56,75.46,476.3,459.8,0.371,2.854,2.884
ZENODO-BATCH-12,61,32.03,8.11,7.61,79.62,499.2,616.6,0.346,2.884,2.908
ZENODO-BATCH-12,62,28.58,8.26,8.32,76.07,463.5,551.8,0.359,2.908,2.944
ZENODO-BATCH-12,63,29.33,8.59,7.46,73.75,445.1,829.7,0.36,2.944,2.976
ZENODO-BATCH-12,64,23.1,8.47,6.88,81.74,493.6,838.9,0.356,2.976,3.003
ZENODO-BATCH-12,65,28.43,8.31,6.94,80.99,392.5,920.0,0.377,3.003,3.037
ZENODO-BATCH-12,66,24.74,8.23,6.55,72.62,474.9,613.8,0.329,3.037,3.065
ZENODO-BATCH-12,67,27.5,8.32,6.19,77.26,412.0,719.6,0.33,3.065,3.088
ZENODO-BATCH-12,68,26.51,9.04,7.1,79.28,496.4,904.9,0.38,3.088,3.092
ZENODO-BATCH-12,69,28.92,8.57,6.77,82.17,438.6,834.6,0.363,3.092,3.1
ZENODO-BATCH-12,70,24.53,8.16,6.24,79.03,541.2,832.2,0.341,3.1,3.126
ZENODO-BATCH-12,71,28.41,7.84,6.22,85.97,441.8,820.6,0.332,3.126,3.141
ZENODO-BATCH-12,72,28.77,8.14,7.43,83.71,472.6,772.6,0.352,3.141,3.151
ZENODO-BATCH-12,73,26.06,7.97,7.89,80.48,551.2,363.8,0.333,3.151,3.145
ZENODO-BATCH-12,74,32.36,7.61,7.86,75.92,455.1,740.6,0.348,3.145,3.144
ZENODO-BATCH-12,75,26.07,8.29,6.56,80.02,381.7,978.2,0.339,3.144,3.161
ZENODO-BATCH-12,76,28.07,8.44,7.82,83.89,470.3,607.4,0.335,3.161,3.167
ZENODO-BATCH-12,77,31.11,8.16,7.12,83.28,458.2,788.6,0.355,3.167,3.152
ZENODO-BATCH-12,78,32.08,7.41,7.53,75.77,455.8,596.7,0.382,3.152,3.146
ZENODO-BATCH-12,79,23.18,8.26,7.3,82.96,531.6,768.9,0.371,3.146,3.141
ZENODO-BATCH-12,80,24.98,8.37,7.07,79.66,518.3,451.4,0.374,3.141,3.149
ZENODO-BATCH-12,81,29.02,8.23,6.46,85.01,477.7,642.1,0.326,3.149,3.168
ZENODO-BATCH-12,82,28.66,9.0,7.34,87.24,519.5,671.8,0.33,3.168,3.185
ZENODO-BATCH-12,83,28.2,8.58,5.29,85.01,497.3,647.3,0.33,3.185,3.183
ZENODO-BATCH-12,84,29.02,7.64,7.04,85.11,513.6,1052.6,0.342,3.183,3.215
ZENODO-BATCH-12,85,30.88,9.23,6.25,83.26,423.1,554.0,0.359,3.215,3.213
ZENODO-BATCH-12,86,30.52,8.8,7.86,80.29,433.1,445.4,0.341,3.213,3.228
ZENODO-BATCH-12,87,25.28,8.11,7.83,87.24,434.2,779.2,0.339,3.228,3.226
ZENODO-BATCH-12,88,30.18,8.59,7.49,84.64,367.6,607.0,0.351,3.226,3.223
ZENODO-BATCH-12,89,27.42,9.15,6.74,81.95,493.0,455.0,0.343,3.223,3.211
ZENODO-BATCH-12,90,29.93,8.88,6.41,89.11,464.7,804.6,0.36,3.211,3.205
ZENODO-BATCH-12,91,27.56,8.0,7.52,77.68,336.5,631.9,0.333,3.205,3.216
ZENODO-BATCH-12,92,25.79,8.1,5.97,86.2,396.6,984.0,0.355,3.216,3.192
ZENODO-BATCH-12,93,29.52,8.51,7.9,85.98,495.9,349.4,0.344,3.192,3.21
ZENODO-BATCH-12,94,28.76,8.05,7.66,76.03,458.3,544.9,0.344,3.21,3.229
ZENODO-BATCH-12,95,28.98,8.08,4.96,78.76,528.6,874.3,0.359,3.229,3.236
ZENODO-BATCH-12,96,28.82,8.54,6.84,86.24,375.7,630.1,0.358,3.236,3.218
ZENODO-BATCH-12,97,31.07,7.96,7.35,79.11,437.1,785.2,0.368,3.218,3.208
ZENODO-BATCH-12,98,28.96,9.33,8.8,81.68,551.8,564.6,0.348,3.208,2.72
ZENODO-BATCH-12,99,28.33,7.62,6.71,66.74,527.4,706.3,0.345,2.72,2.763
