SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
129,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-02-2018 08:30,"","","","","",""
130,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-03-2018 08:30,"","","","","",""
131,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-04-2018 08:30,"","","","","",""
132,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-05-2018 08:30,"","","","","",""
133,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-06-2018 08:30,"","","","","",""
134,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-07-2018 08:30,"","","","","",""
135,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-08-2018 08:30,"","","","","",""
136,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-09-2018 08:30,"","","","","",""
137,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-10-2018 08:30,"","","","","",""
138,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-11-2018 08:30,"","","","","",""
139,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-12-2018 08:30,"","","","","",""
140,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-01-2019 08:30,"","","","","",""
141,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-02-2019 08:30,"","","","","",""
142,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-03-2019 08:30,"","","","","",""
143,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-04-2019 08:30,"","","","","",""
144,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-05-2019 08:30,"","","","","",""
145,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-06-2019 08:30,"","","","","",""
146,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-07-2019 08:30,"","","","","",""
147,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-08-2019 08:30,"","","","","",""
148,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-09-2019 08:30,"","","","","",""
149,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-10-2019 08:30,"","","","","",""
150,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-11-2019 08:30,"","","","","",""
151,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-12-2019 08:30,"","","","","",""
152,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-01-2020 08:30,2070,"","",24.1,"",6
153,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-02-2020 08:30,1010,"","",8,"",""
154,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-03-2020 08:30,1620,"","",4.5,"",""
155,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,08-04-2020 08:30,1430,"","",1.5,"",""
156,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-05-2020 08:30,1440,"","",1.4,"",""
157,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-06-2020 08:30,1350,"","",5.7,"",""
158,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-07-2020 08:30,1430,"","",4,"",""
159,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,07-08-2020 08:30,1351,"","",7,"",""
160,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-09-2020 08:30,892,"","",6,"",""
161,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,03-10-2020 08:30,1762,"","",5,"",""
162,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,02-11-2020 08:30,Other,"","",Other,"",""
163,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-12-2020 08:30,Clear,"","",2,"",""
164,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-01-2018 08:30,"","","","","",""
165,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-02-2018 08:30,"","","","","",""
166,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-03-2018 08:30,"","","","","",""
167,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-04-2018 08:30,"","","","","",""
168,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-05-2018 08:30,"","","","","",""
169,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-06-2018 08:30,"","","","","",""
170,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-07-2018 08:30,"","","","","",""
171,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-08-2018 08:30,"","","","","",""
172,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-09-2018 08:30,"","","","","",""
173,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-10-2018 08:30,"","","","","",""
174,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-11-2018 08:30,"","","","","",""
175,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-12-2018 08:30,"","","","","",""
176,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-01-2019 08:30,"","","","","",""
177,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-02-2019 08:30,"","","","","",""
178,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-03-2019 08:30,"","","","","",""
179,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-04-2019 08:30,"","","","","",""
180,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-05-2019 08:30,"","","","","",""
181,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-06-2019 08:30,"","","","","",""
182,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-07-2019 08:30,"","","","","",""
183,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-08-2019 08:30,"","","","","",""
184,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-09-2019 08:30,"","","","","",""
185,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-10-2019 08:30,"","","","","",""
186,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-11-2019 08:30,"","","","","",""
187,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-12-2019 08:30,"","","","","",""
188,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-01-2020 08:30,2020,"","",22.2,"",4
189,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-02-2020 08:30,993,"","",11.4,"",""
190,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-03-2020 08:30,1390,"","",2.4,"",""
191,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,08-04-2020 08:30,1460,"","",1.6,"",""
192,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-05-2020 08:30,940,"","",1.2,"",""
193,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-06-2020 08:30,940,"","",1.2,"",""
194,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-07-2020 08:30,1160,"","",4,"",""
195,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,07-08-2020 08:30,1399,"","",15,"",""
196,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-09-2020 08:30,1026,"","",7,"",""
197,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,03-10-2020 08:30,1785,"","",7,"",""
198,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-11-2020 08:30,Clear,"","",2,"",""
199,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-12-2020 08:30,Clear,"","",3,"",""
200,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,03-01-2018 08:30,"","","","","",""
201,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-02-2018 08:30,"","","","","",""
202,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,05-03-2018 08:30,"","","","","",""
203,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-04-2018 08:30,"","","","","",""
204,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,03-05-2018 08:30,"","","","","",""
205,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-06-2018 08:30,"","","","","",""
206,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-07-2018 08:30,"","","","","",""
207,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-08-2018 08:30,"","","","","",""
208,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-09-2018 08:30,"","","","","",""
209,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-10-2018 08:30,"","","","","",""
210,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-11-2018 08:30,"","","","","",""
211,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,03-12-2018 08:30,"","","","","",""
212,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-01-2019 08:30,"","","","","",""
213,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-02-2019 08:30,"","","","","",""
214,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-03-2019 08:30,"","","","","",""
215,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,03-04-2019 08:30,"","","","","",""
216,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-05-2019 08:30,"","","","","",""
217,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-06-2019 08:30,"","","","","",""
218,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,03-07-2019 08:30,"","","","","",""
219,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,05-08-2019 08:30,"","","","","",""
220,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-09-2019 08:30,"","","","","",""
221,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-10-2019 08:30,"","","","","",""
222,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,07-11-2019 08:30,"","","","","",""
223,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-12-2019 08:30,"","","","","",""
224,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,06-01-2020 08:30,1410,"","",1.4,"",6
225,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-02-2020 08:30,1220,"","",8.6,"",""
226,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-03-2020 08:30,298,"","",2.4,"",""
227,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,09-04-2020 08:30,695,"","",3.6,"",""
228,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,04-05-2020 08:30,911,"","",5.9,"",""
229,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,09-06-2020 08:30,567,"","",3.7,"",""
230,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-07-2020 08:30,507,"","",1.1,"",""
231,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,06-08-2020 08:30,648,"","",3,"",""
232,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,01-09-2020 08:30,458,"","",Clear,"",""
233,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,05-10-2020 08:30,662,"","",2,"",""
234,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,05-11-2020 08:30,794,"","",Clear,"",""
235,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,02-12-2020 08:30,859,"","",2,"",""
236,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,09-01-2018 08:30,"","","","","",""
237,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,05-02-2018 08:30,"","","","","",""
238,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,06-03-2018 08:30,"","","","","",""
239,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,03-04-2018 08:30,"","","","","",""
240,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,09-05-2018 08:30,"","","","","",""
241,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,01-06-2018 08:30,"","","","","",""
242,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,03-07-2018 08:30,"","","","","",""
243,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,21-08-2018 08:30,"","","","","",""
244,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,11-09-2018 08:30,"","","","","",""
245,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,11-10-2018 08:30,"","","","","",""
246,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,13-11-2018 08:30,"","","","","",""
247,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,07-12-2018 08:30,"","","","","",""
248,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,01-01-2019 08:30,"","","","","",""
249,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,05-02-2019 08:30,"","","","","",""
250,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,05-03-2019 08:30,"","","","","",""
251,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,02-04-2019 08:30,"","","","","",""
